,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,2,FP1,0,9.064,a,S1 obj,0,co2a0000364,0.0
6,2,FP1,1,6.622,a,S1 obj,0,co2a0000364,0.00390625
7,2,FP1,2,4.669,a,S1 obj,0,co2a0000364,0.0078125
8,2,FP1,3,3.693,a,S1 obj,0,co2a0000364,0.01171875
9,2,FP1,4,3.693,a,S1 obj,0,co2a0000364,0.015625
10,2,FP1,5,3.693,a,S1 obj,0,co2a0000364,0.01953125
11,2,FP1,6,4.181,a,S1 obj,0,co2a0000364,0.0234375
12,2,FP1,7,4.181,a,S1 obj,0,co2a0000364,0.02734375
13,2,FP1,8,5.157,a,S1 obj,0,co2a0000364,0.03125
14,2,FP1,9,6.134,a,S1 obj,0,co2a0000364,0.03515625
15,2,FP1,10,7.111,a,S1 obj,0,co2a0000364,0.0390625
16,2,FP1,11,7.111,a,S1 obj,0,co2a0000364,0.04296875
17,2,FP1,12,5.646,a,S1 obj,0,co2a0000364,0.046875
18,2,FP1,13,4.669,a,S1 obj,0,co2a0000364,0.05078125
19,2,FP1,14,3.693,a,S1 obj,0,co2a0000364,0.0546875
20,2,FP1,15,4.181,a,S1 obj,0,co2a0000364,0.05859375
21,2,FP1,16,4.669,a,S1 obj,0,co2a0000364,0.0625
22,2,FP1,17,4.181,a,S1 obj,0,co2a0000364,0.06640625
23,2,FP1,18,3.204,a,S1 obj,0,co2a0000364,0.0703125
24,2,FP1,19,1.74,a,S1 obj,0,co2a0000364,0.07421875
25,2,FP1,20,2.228,a,S1 obj,0,co2a0000364,0.078125
26,2,FP1,21,4.181,a,S1 obj,0,co2a0000364,0.08203125
27,2,FP1,22,5.646,a,S1 obj,0,co2a0000364,0.0859375
28,2,FP1,23,6.134,a,S1 obj,0,co2a0000364,0.08984375
29,2,FP1,24,5.646,a,S1 obj,0,co2a0000364,0.09375
30,2,FP1,25,4.181,a,S1 obj,0,co2a0000364,0.09765625
31,2,FP1,26,3.693,a,S1 obj,0,co2a0000364,0.1015625
32,2,FP1,27,3.204,a,S1 obj,0,co2a0000364,0.10546875
33,2,FP1,28,2.716,a,S1 obj,0,co2a0000364,0.109375
34,2,FP1,29,0.275,a,S1 obj,0,co2a0000364,0.11328125
35,2,FP1,30,-3.143,a,S1 obj,0,co2a0000364,0.1171875
36,2,FP1,31,-5.096,a,S1 obj,0,co2a0000364,0.12109375
