,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,14,FP1,0,-1.272,a,S1 obj,0,co2a0000364,0.0
6,14,FP1,1,-0.783,a,S1 obj,0,co2a0000364,0.00390625
7,14,FP1,2,0.193,a,S1 obj,0,co2a0000364,0.0078125
8,14,FP1,3,1.17,a,S1 obj,0,co2a0000364,0.01171875
9,14,FP1,4,1.658,a,S1 obj,0,co2a0000364,0.015625
10,14,FP1,5,0.682,a,S1 obj,0,co2a0000364,0.01953125
11,14,FP1,6,0.682,a,S1 obj,0,co2a0000364,0.0234375
12,14,FP1,7,2.146,a,S1 obj,0,co2a0000364,0.02734375
13,14,FP1,8,3.123,a,S1 obj,0,co2a0000364,0.03125
14,14,FP1,9,3.611,a,S1 obj,0,co2a0000364,0.03515625
15,14,FP1,10,2.635,a,S1 obj,0,co2a0000364,0.0390625
16,14,FP1,11,1.17,a,S1 obj,0,co2a0000364,0.04296875
17,14,FP1,12,0.193,a,S1 obj,0,co2a0000364,0.046875
18,14,FP1,13,1.17,a,S1 obj,0,co2a0000364,0.05078125
19,14,FP1,14,3.123,a,S1 obj,0,co2a0000364,0.0546875
20,14,FP1,15,4.588,a,S1 obj,0,co2a0000364,0.05859375
21,14,FP1,16,4.1,a,S1 obj,0,co2a0000364,0.0625
22,14,FP1,17,2.146,a,S1 obj,0,co2a0000364,0.06640625
23,14,FP1,18,-0.783,a,S1 obj,0,co2a0000364,0.0703125
24,14,FP1,19,-1.272,a,S1 obj,0,co2a0000364,0.07421875
25,14,FP1,20,0.193,a,S1 obj,0,co2a0000364,0.078125
26,14,FP1,21,4.1,a,S1 obj,0,co2a0000364,0.08203125
27,14,FP1,22,6.053,a,S1 obj,0,co2a0000364,0.0859375
28,14,FP1,23,5.076,a,S1 obj,0,co2a0000364,0.08984375
29,14,FP1,24,1.658,a,S1 obj,0,co2a0000364,0.09375
30,14,FP1,25,-1.272,a,S1 obj,0,co2a0000364,0.09765625
31,14,FP1,26,-2.736,a,S1 obj,0,co2a0000364,0.1015625
32,14,FP1,27,-1.272,a,S1 obj,0,co2a0000364,0.10546875
33,14,FP1,28,2.146,a,S1 obj,0,co2a0000364,0.109375
34,14,FP1,29,3.611,a,S1 obj,0,co2a0000364,0.11328125
35,14,FP1,30,2.635,a,S1 obj,0,co2a0000364,0.1171875
36,14,FP1,31,0.193,a,S1 obj,0,co2a0000364,0.12109375
37,14,FP1,32,-0.783,a,S1 obj,0,co2a0000364,0.125
38,14,FP1,33,0.682,a,S1 obj,0,co2a0000364,0.12890625
39,14,FP1,34,3.611,a,S1 obj,0,co2a0000364,0.1328125
40,14,FP1,35,7.029,a,S1 obj,0,co2a0000364,0.13671875
41,14,FP1,36,8.006,a,S1 obj,0,co2a0000364,0.140625
42,14,FP1,37,6.541,a,S1 obj,0,co2a0000364,0.14453125
43,14,FP1,38,4.1,a,S1 obj,0,co2a0000364,0.1484375
44,14,FP1,39,3.611,a,S1 obj,0,co2a0000364,0.15234375
45,14,FP1,40,5.076,a,S1 obj,0,co2a0000364,0.15625
46,14,FP1,41,7.029,a,S1 obj,0,co2a0000364,0.16015625
47,14,FP1,42,8.006,a,S1 obj,0,co2a0000364,0.1640625
48,14,FP1,43,7.517,a,S1 obj,0,co2a0000364,0.16796875
49,14,FP1,44,6.541,a,S1 obj,0,co2a0000364,0.171875
50,14,FP1,45,5.564,a,S1 obj,0,co2a0000364,0.17578125
51,14,FP1,46,6.053,a,S1 obj,0,co2a0000364,0.1796875
52,14,FP1,47,5.564,a,S1 obj,0,co2a0000364,0.18359375
53,14,FP1,48,5.076,a,S1 obj,0,co2a0000364,0.1875
54,14,FP1,49,5.076,a,S1 obj,0,co2a0000364,0.19140625
55,14,FP1,50,5.564,a,S1 obj,0,co2a0000364,0.1953125
56,14,FP1,51,7.517,a,S1 obj,0,co2a0000364,0.19921875
57,14,FP1,52,10.447,a,S1 obj,0,co2a0000364,0.203125
58,14,FP1,53,10.935,a,S1 obj,0,co2a0000364,0.20703125
59,14,FP1,54,8.982,a,S1 obj,0,co2a0000364,0.2109375
60,14,FP1,55,4.1,a,S1 obj,0,co2a0000364,0.21484375
61,14,FP1,56,-0.295,a,S1 obj,0,co2a0000364,0.21875
62,14,FP1,57,-2.248,a,S1 obj,0,co2a0000364,0.22265625
63,14,FP1,58,-0.783,a,S1 obj,0,co2a0000364,0.2265625
64,14,FP1,59,2.635,a,S1 obj,0,co2a0000364,0.23046875
65,14,FP1,60,4.1,a,S1 obj,0,co2a0000364,0.234375
66,14,FP1,61,3.123,a,S1 obj,0,co2a0000364,0.23828125
67,14,FP1,62,-0.295,a,S1 obj,0,co2a0000364,0.2421875
68,14,FP1,63,-3.225,a,S1 obj,0,co2a0000364,0.24609375
69,14,FP1,64,-3.713,a,S1 obj,0,co2a0000364,0.25
70,14,FP1,65,-1.272,a,S1 obj,0,co2a0000364,0.25390625
71,14,FP1,66,2.635,a,S1 obj,0,co2a0000364,0.2578125
72,14,FP1,67,5.076,a,S1 obj,0,co2a0000364,0.26171875
73,14,FP1,68,6.053,a,S1 obj,0,co2a0000364,0.265625
74,14,FP1,69,4.588,a,S1 obj,0,co2a0000364,0.26953125
75,14,FP1,70,2.635,a,S1 obj,0,co2a0000364,0.2734375
76,14,FP1,71,1.17,a,S1 obj,0,co2a0000364,0.27734375
77,14,FP1,72,-0.295,a,S1 obj,0,co2a0000364,0.28125
78,14,FP1,73,-1.272,a,S1 obj,0,co2a0000364,0.28515625
79,14,FP1,74,-2.248,a,S1 obj,0,co2a0000364,0.2890625
80,14,FP1,75,-0.783,a,S1 obj,0,co2a0000364,0.29296875
81,14,FP1,76,0.193,a,S1 obj,0,co2a0000364,0.296875
82,14,FP1,77,1.658,a,S1 obj,0,co2a0000364,0.30078125
83,14,FP1,78,1.658,a,S1 obj,0,co2a0000364,0.3046875
84,14,FP1,79,0.682,a,S1 obj,0,co2a0000364,0.30859375
85,14,FP1,80,-0.783,a,S1 obj,0,co2a0000364,0.3125
86,14,FP1,81,-1.272,a,S1 obj,0,co2a0000364,0.31640625
