,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,9,FP1,0,-0.163,a,S2 match,0,co2a0000364,0.0
6,9,FP1,1,-0.163,a,S2 match,0,co2a0000364,0.00390625
7,9,FP1,2,0.326,a,S2 match,0,co2a0000364,0.0078125
8,9,FP1,3,1.302,a,S2 match,0,co2a0000364,0.01171875
9,9,FP1,4,1.302,a,S2 match,0,co2a0000364,0.015625
10,9,FP1,5,0.814,a,S2 match,0,co2a0000364,0.01953125
11,9,FP1,6,-1.628,a,S2 match,0,co2a0000364,0.0234375
12,9,FP1,7,-4.557,a,S2 match,0,co2a0000364,0.02734375
13,9,FP1,8,-7.487,a,S2 match,0,co2a0000364,0.03125
14,9,FP1,9,-8.464,a,S2 match,0,co2a0000364,0.03515625
15,9,FP1,10,-6.51,a,S2 match,0,co2a0000364,0.0390625
16,9,FP1,11,-3.092,a,S2 match,0,co2a0000364,0.04296875
17,9,FP1,12,1.302,a,S2 match,0,co2a0000364,0.046875
18,9,FP1,13,2.279,a,S2 match,0,co2a0000364,0.05078125
19,9,FP1,14,0.326,a,S2 match,0,co2a0000364,0.0546875
20,9,FP1,15,-3.092,a,S2 match,0,co2a0000364,0.05859375
21,9,FP1,16,-6.022,a,S2 match,0,co2a0000364,0.0625
22,9,FP1,17,-6.999,a,S2 match,0,co2a0000364,0.06640625
23,9,FP1,18,-6.022,a,S2 match,0,co2a0000364,0.0703125
24,9,FP1,19,-4.069,a,S2 match,0,co2a0000364,0.07421875
25,9,FP1,20,-3.092,a,S2 match,0,co2a0000364,0.078125
26,9,FP1,21,-2.604,a,S2 match,0,co2a0000364,0.08203125
27,9,FP1,22,-4.069,a,S2 match,0,co2a0000364,0.0859375
28,9,FP1,23,-5.046,a,S2 match,0,co2a0000364,0.08984375
29,9,FP1,24,-6.999,a,S2 match,0,co2a0000364,0.09375
30,9,FP1,25,-8.464,a,S2 match,0,co2a0000364,0.09765625
31,9,FP1,26,-9.44,a,S2 match,0,co2a0000364,0.1015625
32,9,FP1,27,-10.417,a,S2 match,0,co2a0000364,0.10546875
33,9,FP1,28,-10.905,a,S2 match,0,co2a0000364,0.109375
34,9,FP1,29,-9.44,a,S2 match,0,co2a0000364,0.11328125
35,9,FP1,30,-7.487,a,S2 match,0,co2a0000364,0.1171875
36,9,FP1,31,-5.046,a,S2 match,0,co2a0000364,0.12109375
37,9,FP1,32,-3.581,a,S2 match,0,co2a0000364,0.125
38,9,FP1,33,-4.069,a,S2 match,0,co2a0000364,0.12890625
39,9,FP1,34,-5.534,a,S2 match,0,co2a0000364,0.1328125
40,9,FP1,35,-6.51,a,S2 match,0,co2a0000364,0.13671875
41,9,FP1,36,-5.046,a,S2 match,0,co2a0000364,0.140625
42,9,FP1,37,-2.116,a,S2 match,0,co2a0000364,0.14453125
43,9,FP1,38,0.814,a,S2 match,0,co2a0000364,0.1484375
44,9,FP1,39,2.767,a,S2 match,0,co2a0000364,0.15234375
45,9,FP1,40,2.767,a,S2 match,0,co2a0000364,0.15625
46,9,FP1,41,1.302,a,S2 match,0,co2a0000364,0.16015625
47,9,FP1,42,-0.163,a,S2 match,0,co2a0000364,0.1640625
48,9,FP1,43,-1.628,a,S2 match,0,co2a0000364,0.16796875
49,9,FP1,44,-1.628,a,S2 match,0,co2a0000364,0.171875
50,9,FP1,45,-0.651,a,S2 match,0,co2a0000364,0.17578125
51,9,FP1,46,0.814,a,S2 match,0,co2a0000364,0.1796875
52,9,FP1,47,1.302,a,S2 match,0,co2a0000364,0.18359375
53,9,FP1,48,0.814,a,S2 match,0,co2a0000364,0.1875
54,9,FP1,49,-0.651,a,S2 match,0,co2a0000364,0.19140625
55,9,FP1,50,-2.604,a,S2 match,0,co2a0000364,0.1953125
56,9,FP1,51,-3.581,a,S2 match,0,co2a0000364,0.19921875
57,9,FP1,52,-2.604,a,S2 match,0,co2a0000364,0.203125
58,9,FP1,53,-0.163,a,S2 match,0,co2a0000364,0.20703125
59,9,FP1,54,0.814,a,S2 match,0,co2a0000364,0.2109375
60,9,FP1,55,-0.651,a,S2 match,0,co2a0000364,0.21484375
61,9,FP1,56,-4.557,a,S2 match,0,co2a0000364,0.21875
62,9,FP1,57,-9.928,a,S2 match,0,co2a0000364,0.22265625
63,9,FP1,58,-11.882,a,S2 match,0,co2a0000364,0.2265625
64,9,FP1,59,-10.905,a,S2 match,0,co2a0000364,0.23046875
