,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,15,FP1,0,-1.984,a,"S2 nomatch,",0,co2a0000364,0.0
6,15,FP1,1,-0.031,a,"S2 nomatch,",0,co2a0000364,0.00390625
7,15,FP1,2,2.899,a,"S2 nomatch,",0,co2a0000364,0.0078125
8,15,FP1,3,4.852,a,"S2 nomatch,",0,co2a0000364,0.01171875
9,15,FP1,4,4.852,a,"S2 nomatch,",0,co2a0000364,0.015625
10,15,FP1,5,4.364,a,"S2 nomatch,",0,co2a0000364,0.01953125
11,15,FP1,6,4.364,a,"S2 nomatch,",0,co2a0000364,0.0234375
12,15,FP1,7,5.341,a,"S2 nomatch,",0,co2a0000364,0.02734375
13,15,FP1,8,7.294,a,"S2 nomatch,",0,co2a0000364,0.03125
14,15,FP1,9,7.782,a,"S2 nomatch,",0,co2a0000364,0.03515625
15,15,FP1,10,5.341,a,"S2 nomatch,",0,co2a0000364,0.0390625
16,15,FP1,11,1.923,a,"S2 nomatch,",0,co2a0000364,0.04296875
17,15,FP1,12,-1.984,a,"S2 nomatch,",0,co2a0000364,0.046875
18,15,FP1,13,-2.96,a,"S2 nomatch,",0,co2a0000364,0.05078125
19,15,FP1,14,-1.007,a,"S2 nomatch,",0,co2a0000364,0.0546875
20,15,FP1,15,0.458,a,"S2 nomatch,",0,co2a0000364,0.05859375
21,15,FP1,16,0.946,a,"S2 nomatch,",0,co2a0000364,0.0625
22,15,FP1,17,-0.031,a,"S2 nomatch,",0,co2a0000364,0.06640625
23,15,FP1,18,-1.495,a,"S2 nomatch,",0,co2a0000364,0.0703125
24,15,FP1,19,-0.519,a,"S2 nomatch,",0,co2a0000364,0.07421875
25,15,FP1,20,2.411,a,"S2 nomatch,",0,co2a0000364,0.078125
26,15,FP1,21,4.852,a,"S2 nomatch,",0,co2a0000364,0.08203125
27,15,FP1,22,4.852,a,"S2 nomatch,",0,co2a0000364,0.0859375
28,15,FP1,23,1.434,a,"S2 nomatch,",0,co2a0000364,0.08984375
29,15,FP1,24,-2.472,a,"S2 nomatch,",0,co2a0000364,0.09375
30,15,FP1,25,-5.402,a,"S2 nomatch,",0,co2a0000364,0.09765625
31,15,FP1,26,-4.913,a,"S2 nomatch,",0,co2a0000364,0.1015625
32,15,FP1,27,-2.472,a,"S2 nomatch,",0,co2a0000364,0.10546875
33,15,FP1,28,0.458,a,"S2 nomatch,",0,co2a0000364,0.109375
34,15,FP1,29,1.923,a,"S2 nomatch,",0,co2a0000364,0.11328125
35,15,FP1,30,1.434,a,"S2 nomatch,",0,co2a0000364,0.1171875
36,15,FP1,31,0.458,a,"S2 nomatch,",0,co2a0000364,0.12109375
37,15,FP1,32,0.458,a,"S2 nomatch,",0,co2a0000364,0.125
38,15,FP1,33,1.923,a,"S2 nomatch,",0,co2a0000364,0.12890625
39,15,FP1,34,4.364,a,"S2 nomatch,",0,co2a0000364,0.1328125
40,15,FP1,35,6.317,a,"S2 nomatch,",0,co2a0000364,0.13671875
41,15,FP1,36,6.805,a,"S2 nomatch,",0,co2a0000364,0.140625
42,15,FP1,37,6.805,a,"S2 nomatch,",0,co2a0000364,0.14453125
43,15,FP1,38,5.829,a,"S2 nomatch,",0,co2a0000364,0.1484375
44,15,FP1,39,4.852,a,"S2 nomatch,",0,co2a0000364,0.15234375
45,15,FP1,40,3.387,a,"S2 nomatch,",0,co2a0000364,0.15625
46,15,FP1,41,3.387,a,"S2 nomatch,",0,co2a0000364,0.16015625
47,15,FP1,42,2.899,a,"S2 nomatch,",0,co2a0000364,0.1640625
48,15,FP1,43,4.364,a,"S2 nomatch,",0,co2a0000364,0.16796875
49,15,FP1,44,5.341,a,"S2 nomatch,",0,co2a0000364,0.171875
50,15,FP1,45,5.341,a,"S2 nomatch,",0,co2a0000364,0.17578125
51,15,FP1,46,4.364,a,"S2 nomatch,",0,co2a0000364,0.1796875
52,15,FP1,47,1.434,a,"S2 nomatch,",0,co2a0000364,0.18359375
53,15,FP1,48,-0.519,a,"S2 nomatch,",0,co2a0000364,0.1875
54,15,FP1,49,-1.495,a,"S2 nomatch,",0,co2a0000364,0.19140625
55,15,FP1,50,-1.007,a,"S2 nomatch,",0,co2a0000364,0.1953125
56,15,FP1,51,-0.519,a,"S2 nomatch,",0,co2a0000364,0.19921875
57,15,FP1,52,0.946,a,"S2 nomatch,",0,co2a0000364,0.203125
58,15,FP1,53,1.434,a,"S2 nomatch,",0,co2a0000364,0.20703125
59,15,FP1,54,2.411,a,"S2 nomatch,",0,co2a0000364,0.2109375
60,15,FP1,55,2.899,a,"S2 nomatch,",0,co2a0000364,0.21484375
61,15,FP1,56,2.411,a,"S2 nomatch,",0,co2a0000364,0.21875
62,15,FP1,57,-0.031,a,"S2 nomatch,",0,co2a0000364,0.22265625
63,15,FP1,58,-3.448,a,"S2 nomatch,",0,co2a0000364,0.2265625
64,15,FP1,59,-5.89,a,"S2 nomatch,",0,co2a0000364,0.23046875
65,15,FP1,60,-5.402,a,"S2 nomatch,",0,co2a0000364,0.234375
66,15,FP1,61,-2.472,a,"S2 nomatch,",0,co2a0000364,0.23828125
67,15,FP1,62,3.387,a,"S2 nomatch,",0,co2a0000364,0.2421875
68,15,FP1,63,7.782,a,"S2 nomatch,",0,co2a0000364,0.24609375
69,15,FP1,64,9.247,a,"S2 nomatch,",0,co2a0000364,0.25
70,15,FP1,65,6.805,a,"S2 nomatch,",0,co2a0000364,0.25390625
71,15,FP1,66,1.434,a,"S2 nomatch,",0,co2a0000364,0.2578125
72,15,FP1,67,-3.448,a,"S2 nomatch,",0,co2a0000364,0.26171875
73,15,FP1,68,-5.402,a,"S2 nomatch,",0,co2a0000364,0.265625
74,15,FP1,69,-3.448,a,"S2 nomatch,",0,co2a0000364,0.26953125
75,15,FP1,70,0.458,a,"S2 nomatch,",0,co2a0000364,0.2734375
76,15,FP1,71,4.852,a,"S2 nomatch,",0,co2a0000364,0.27734375
77,15,FP1,72,7.294,a,"S2 nomatch,",0,co2a0000364,0.28125
78,15,FP1,73,7.294,a,"S2 nomatch,",0,co2a0000364,0.28515625
79,15,FP1,74,6.805,a,"S2 nomatch,",0,co2a0000364,0.2890625
80,15,FP1,75,7.294,a,"S2 nomatch,",0,co2a0000364,0.29296875
81,15,FP1,76,9.247,a,"S2 nomatch,",0,co2a0000364,0.296875
82,15,FP1,77,11.688,a,"S2 nomatch,",0,co2a0000364,0.30078125
83,15,FP1,78,12.665,a,"S2 nomatch,",0,co2a0000364,0.3046875
84,15,FP1,79,10.223,a,"S2 nomatch,",0,co2a0000364,0.30859375
85,15,FP1,80,6.317,a,"S2 nomatch,",0,co2a0000364,0.3125
86,15,FP1,81,2.899,a,"S2 nomatch,",0,co2a0000364,0.31640625
87,15,FP1,82,3.387,a,"S2 nomatch,",0,co2a0000364,0.3203125
88,15,FP1,83,6.805,a,"S2 nomatch,",0,co2a0000364,0.32421875
89,15,FP1,84,10.223,a,"S2 nomatch,",0,co2a0000364,0.328125
90,15,FP1,85,10.712,a,"S2 nomatch,",0,co2a0000364,0.33203125
91,15,FP1,86,8.27,a,"S2 nomatch,",0,co2a0000364,0.3359375
92,15,FP1,87,4.364,a,"S2 nomatch,",0,co2a0000364,0.33984375
93,15,FP1,88,2.899,a,"S2 nomatch,",0,co2a0000364,0.34375
