,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,0,FP1,0,-8.921,a,S1 obj,0,co2a0000364,0.0
6,0,FP1,1,-8.433,a,S1 obj,0,co2a0000364,0.00390625
7,0,FP1,2,-2.574,a,S1 obj,0,co2a0000364,0.0078125
8,0,FP1,3,5.239,a,S1 obj,0,co2a0000364,0.01171875
9,0,FP1,4,11.587,a,S1 obj,0,co2a0000364,0.015625
10,0,FP1,5,14.028,a,S1 obj,0,co2a0000364,0.01953125
11,0,FP1,6,11.587,a,S1 obj,0,co2a0000364,0.0234375
12,0,FP1,7,6.704,a,S1 obj,0,co2a0000364,0.02734375
13,0,FP1,8,1.821,a,S1 obj,0,co2a0000364,0.03125
14,0,FP1,9,-1.109,a,S1 obj,0,co2a0000364,0.03515625
15,0,FP1,10,-2.085,a,S1 obj,0,co2a0000364,0.0390625
16,0,FP1,11,-1.597,a,S1 obj,0,co2a0000364,0.04296875
17,0,FP1,12,0.356,a,S1 obj,0,co2a0000364,0.046875
18,0,FP1,13,2.309,a,S1 obj,0,co2a0000364,0.05078125
19,0,FP1,14,2.797,a,S1 obj,0,co2a0000364,0.0546875
20,0,FP1,15,2.309,a,S1 obj,0,co2a0000364,0.05859375
21,0,FP1,16,0.356,a,S1 obj,0,co2a0000364,0.0625
22,0,FP1,17,-0.132,a,S1 obj,0,co2a0000364,0.06640625
23,0,FP1,18,-0.132,a,S1 obj,0,co2a0000364,0.0703125
24,0,FP1,19,0.356,a,S1 obj,0,co2a0000364,0.07421875
25,0,FP1,20,0.844,a,S1 obj,0,co2a0000364,0.078125
26,0,FP1,21,1.333,a,S1 obj,0,co2a0000364,0.08203125
27,0,FP1,22,2.797,a,S1 obj,0,co2a0000364,0.0859375
28,0,FP1,23,6.215,a,S1 obj,0,co2a0000364,0.08984375
29,0,FP1,24,9.633,a,S1 obj,0,co2a0000364,0.09375
30,0,FP1,25,10.61,a,S1 obj,0,co2a0000364,0.09765625
31,0,FP1,26,6.704,a,S1 obj,0,co2a0000364,0.1015625
32,0,FP1,27,-0.621,a,S1 obj,0,co2a0000364,0.10546875
33,0,FP1,28,-5.992,a,S1 obj,0,co2a0000364,0.109375
34,0,FP1,29,-6.48,a,S1 obj,0,co2a0000364,0.11328125
35,0,FP1,30,-1.597,a,S1 obj,0,co2a0000364,0.1171875
36,0,FP1,31,4.262,a,S1 obj,0,co2a0000364,0.12109375
37,0,FP1,32,7.68,a,S1 obj,0,co2a0000364,0.125
38,0,FP1,33,5.727,a,S1 obj,0,co2a0000364,0.12890625
39,0,FP1,34,1.821,a,S1 obj,0,co2a0000364,0.1328125
40,0,FP1,35,0.356,a,S1 obj,0,co2a0000364,0.13671875
41,0,FP1,36,3.286,a,S1 obj,0,co2a0000364,0.140625
42,0,FP1,37,9.145,a,S1 obj,0,co2a0000364,0.14453125
43,0,FP1,38,14.028,a,S1 obj,0,co2a0000364,0.1484375
44,0,FP1,39,13.54,a,S1 obj,0,co2a0000364,0.15234375
45,0,FP1,40,8.169,a,S1 obj,0,co2a0000364,0.15625
46,0,FP1,41,1.821,a,S1 obj,0,co2a0000364,0.16015625
47,0,FP1,42,-1.109,a,S1 obj,0,co2a0000364,0.1640625
48,0,FP1,43,2.309,a,S1 obj,0,co2a0000364,0.16796875
49,0,FP1,44,9.633,a,S1 obj,0,co2a0000364,0.171875
50,0,FP1,45,16.469,a,S1 obj,0,co2a0000364,0.17578125
51,0,FP1,46,18.911,a,S1 obj,0,co2a0000364,0.1796875
52,0,FP1,47,15.004,a,S1 obj,0,co2a0000364,0.18359375
53,0,FP1,48,8.169,a,S1 obj,0,co2a0000364,0.1875
54,0,FP1,49,2.309,a,S1 obj,0,co2a0000364,0.19140625
55,0,FP1,50,1.333,a,S1 obj,0,co2a0000364,0.1953125
56,0,FP1,51,4.262,a,S1 obj,0,co2a0000364,0.19921875
57,0,FP1,52,9.145,a,S1 obj,0,co2a0000364,0.203125
58,0,FP1,53,11.587,a,S1 obj,0,co2a0000364,0.20703125
59,0,FP1,54,9.633,a,S1 obj,0,co2a0000364,0.2109375
60,0,FP1,55,5.727,a,S1 obj,0,co2a0000364,0.21484375
61,0,FP1,56,3.286,a,S1 obj,0,co2a0000364,0.21875
62,0,FP1,57,4.751,a,S1 obj,0,co2a0000364,0.22265625
63,0,FP1,58,10.122,a,S1 obj,0,co2a0000364,0.2265625
64,0,FP1,59,15.004,a,S1 obj,0,co2a0000364,0.23046875
65,0,FP1,60,14.516,a,S1 obj,0,co2a0000364,0.234375
66,0,FP1,61,8.169,a,S1 obj,0,co2a0000364,0.23828125
67,0,FP1,62,-1.109,a,S1 obj,0,co2a0000364,0.2421875
68,0,FP1,63,-8.433,a,S1 obj,0,co2a0000364,0.24609375
69,0,FP1,64,-10.386,a,S1 obj,0,co2a0000364,0.25
70,0,FP1,65,-7.456,a,S1 obj,0,co2a0000364,0.25390625
71,0,FP1,66,-3.062,a,S1 obj,0,co2a0000364,0.2578125
72,0,FP1,67,0.356,a,S1 obj,0,co2a0000364,0.26171875
73,0,FP1,68,0.844,a,S1 obj,0,co2a0000364,0.265625
74,0,FP1,69,-0.132,a,S1 obj,0,co2a0000364,0.26953125
75,0,FP1,70,-2.085,a,S1 obj,0,co2a0000364,0.2734375
76,0,FP1,71,-3.062,a,S1 obj,0,co2a0000364,0.27734375
77,0,FP1,72,-3.55,a,S1 obj,0,co2a0000364,0.28125
78,0,FP1,73,-3.062,a,S1 obj,0,co2a0000364,0.28515625
79,0,FP1,74,-2.574,a,S1 obj,0,co2a0000364,0.2890625
80,0,FP1,75,-2.574,a,S1 obj,0,co2a0000364,0.29296875
81,0,FP1,76,-3.55,a,S1 obj,0,co2a0000364,0.296875
82,0,FP1,77,-5.503,a,S1 obj,0,co2a0000364,0.30078125
83,0,FP1,78,-7.456,a,S1 obj,0,co2a0000364,0.3046875
84,0,FP1,79,-7.945,a,S1 obj,0,co2a0000364,0.30859375
85,0,FP1,80,-6.48,a,S1 obj,0,co2a0000364,0.3125
86,0,FP1,81,-4.038,a,S1 obj,0,co2a0000364,0.31640625
87,0,FP1,82,-1.597,a,S1 obj,0,co2a0000364,0.3203125
88,0,FP1,83,-0.132,a,S1 obj,0,co2a0000364,0.32421875
89,0,FP1,84,-0.132,a,S1 obj,0,co2a0000364,0.328125
90,0,FP1,85,-0.132,a,S1 obj,0,co2a0000364,0.33203125
91,0,FP1,86,1.333,a,S1 obj,0,co2a0000364,0.3359375
92,0,FP1,87,2.309,a,S1 obj,0,co2a0000364,0.33984375
93,0,FP1,88,2.309,a,S1 obj,0,co2a0000364,0.34375
94,0,FP1,89,0.356,a,S1 obj,0,co2a0000364,0.34765625
95,0,FP1,90,-4.038,a,S1 obj,0,co2a0000364,0.3515625
96,0,FP1,91,-8.433,a,S1 obj,0,co2a0000364,0.35546875
97,0,FP1,92,-9.898,a,S1 obj,0,co2a0000364,0.359375
98,0,FP1,93,-8.921,a,S1 obj,0,co2a0000364,0.36328125
99,0,FP1,94,-5.503,a,S1 obj,0,co2a0000364,0.3671875
100,0,FP1,95,-2.574,a,S1 obj,0,co2a0000364,0.37109375
101,0,FP1,96,-1.597,a,S1 obj,0,co2a0000364,0.375
102,0,FP1,97,-2.574,a,S1 obj,0,co2a0000364,0.37890625
103,0,FP1,98,-4.038,a,S1 obj,0,co2a0000364,0.3828125
104,0,FP1,99,-4.527,a,S1 obj,0,co2a0000364,0.38671875
105,0,FP1,100,-4.527,a,S1 obj,0,co2a0000364,0.390625
106,0,FP1,101,-5.503,a,S1 obj,0,co2a0000364,0.39453125
107,0,FP1,102,-7.945,a,S1 obj,0,co2a0000364,0.3984375
108,0,FP1,103,-11.363,a,S1 obj,0,co2a0000364,0.40234375
109,0,FP1,104,-13.316,a,S1 obj,0,co2a0000364,0.40625
110,0,FP1,105,-11.363,a,S1 obj,0,co2a0000364,0.41015625
111,0,FP1,106,-7.456,a,S1 obj,0,co2a0000364,0.4140625
112,0,FP1,107,-3.062,a,S1 obj,0,co2a0000364,0.41796875
113,0,FP1,108,-1.597,a,S1 obj,0,co2a0000364,0.421875
114,0,FP1,109,-2.085,a,S1 obj,0,co2a0000364,0.42578125
115,0,FP1,110,-3.55,a,S1 obj,0,co2a0000364,0.4296875
116,0,FP1,111,-3.55,a,S1 obj,0,co2a0000364,0.43359375
117,0,FP1,112,-2.574,a,S1 obj,0,co2a0000364,0.4375
118,0,FP1,113,-2.574,a,S1 obj,0,co2a0000364,0.44140625
119,0,FP1,114,-4.038,a,S1 obj,0,co2a0000364,0.4453125
120,0,FP1,115,-5.992,a,S1 obj,0,co2a0000364,0.44921875
121,0,FP1,116,-5.503,a,S1 obj,0,co2a0000364,0.453125
122,0,FP1,117,-1.597,a,S1 obj,0,co2a0000364,0.45703125
123,0,FP1,118,2.797,a,S1 obj,0,co2a0000364,0.4609375
124,0,FP1,119,5.727,a,S1 obj,0,co2a0000364,0.46484375
125,0,FP1,120,6.215,a,S1 obj,0,co2a0000364,0.46875
126,0,FP1,121,4.262,a,S1 obj,0,co2a0000364,0.47265625
127,0,FP1,122,3.774,a,S1 obj,0,co2a0000364,0.4765625
128,0,FP1,123,5.239,a,S1 obj,0,co2a0000364,0.48046875
129,0,FP1,124,8.657,a,S1 obj,0,co2a0000364,0.484375
130,0,FP1,125,9.633,a,S1 obj,0,co2a0000364,0.48828125
131,0,FP1,126,6.704,a,S1 obj,0,co2a0000364,0.4921875
132,0,FP1,127,2.309,a,S1 obj,0,co2a0000364,0.49609375
133,0,FP1,128,-0.132,a,S1 obj,0,co2a0000364,0.5
134,0,FP1,129,1.333,a,S1 obj,0,co2a0000364,0.50390625
135,0,FP1,130,6.215,a,S1 obj,0,co2a0000364,0.5078125
136,0,FP1,131,10.61,a,S1 obj,0,co2a0000364,0.51171875
137,0,FP1,132,11.098,a,S1 obj,0,co2a0000364,0.515625
138,0,FP1,133,6.215,a,S1 obj,0,co2a0000364,0.51953125
