,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,7,FP1,0,7.701,a,"S2 nomatch,",0,co2a0000364,0.0
6,7,FP1,1,4.771,a,"S2 nomatch,",0,co2a0000364,0.00390625
7,7,FP1,2,0.376,a,"S2 nomatch,",0,co2a0000364,0.0078125
8,7,FP1,3,-3.042,a,"S2 nomatch,",0,co2a0000364,0.01171875
9,7,FP1,4,-4.018,a,"S2 nomatch,",0,co2a0000364,0.015625
10,7,FP1,5,-3.042,a,"S2 nomatch,",0,co2a0000364,0.01953125
11,7,FP1,6,-0.6,a,"S2 nomatch,",0,co2a0000364,0.0234375
12,7,FP1,7,1.353,a,"S2 nomatch,",0,co2a0000364,0.02734375
13,7,FP1,8,2.33,a,"S2 nomatch,",0,co2a0000364,0.03125
14,7,FP1,9,2.33,a,"S2 nomatch,",0,co2a0000364,0.03515625
15,7,FP1,10,2.33,a,"S2 nomatch,",0,co2a0000364,0.0390625
16,7,FP1,11,1.353,a,"S2 nomatch,",0,co2a0000364,0.04296875
17,7,FP1,12,1.353,a,"S2 nomatch,",0,co2a0000364,0.046875
18,7,FP1,13,1.353,a,"S2 nomatch,",0,co2a0000364,0.05078125
19,7,FP1,14,0.376,a,"S2 nomatch,",0,co2a0000364,0.0546875
20,7,FP1,15,-1.577,a,"S2 nomatch,",0,co2a0000364,0.05859375
21,7,FP1,16,-4.018,a,"S2 nomatch,",0,co2a0000364,0.0625
22,7,FP1,17,-4.995,a,"S2 nomatch,",0,co2a0000364,0.06640625
23,7,FP1,18,-3.042,a,"S2 nomatch,",0,co2a0000364,0.0703125
24,7,FP1,19,1.841,a,"S2 nomatch,",0,co2a0000364,0.07421875
25,7,FP1,20,7.212,a,"S2 nomatch,",0,co2a0000364,0.078125
26,7,FP1,21,10.63,a,"S2 nomatch,",0,co2a0000364,0.08203125
27,7,FP1,22,9.654,a,"S2 nomatch,",0,co2a0000364,0.0859375
28,7,FP1,23,4.771,a,"S2 nomatch,",0,co2a0000364,0.08984375
29,7,FP1,24,0.865,a,"S2 nomatch,",0,co2a0000364,0.09375
30,7,FP1,25,-1.088,a,"S2 nomatch,",0,co2a0000364,0.09765625
31,7,FP1,26,-0.112,a,"S2 nomatch,",0,co2a0000364,0.1015625
32,7,FP1,27,2.818,a,"S2 nomatch,",0,co2a0000364,0.10546875
33,7,FP1,28,5.259,a,"S2 nomatch,",0,co2a0000364,0.109375
34,7,FP1,29,5.747,a,"S2 nomatch,",0,co2a0000364,0.11328125
35,7,FP1,30,5.259,a,"S2 nomatch,",0,co2a0000364,0.1171875
36,7,FP1,31,4.283,a,"S2 nomatch,",0,co2a0000364,0.12109375
37,7,FP1,32,4.283,a,"S2 nomatch,",0,co2a0000364,0.125
38,7,FP1,33,4.283,a,"S2 nomatch,",0,co2a0000364,0.12890625
39,7,FP1,34,5.259,a,"S2 nomatch,",0,co2a0000364,0.1328125
40,7,FP1,35,6.236,a,"S2 nomatch,",0,co2a0000364,0.13671875
41,7,FP1,36,7.212,a,"S2 nomatch,",0,co2a0000364,0.140625
42,7,FP1,37,7.701,a,"S2 nomatch,",0,co2a0000364,0.14453125
43,7,FP1,38,9.165,a,"S2 nomatch,",0,co2a0000364,0.1484375
44,7,FP1,39,11.119,a,"S2 nomatch,",0,co2a0000364,0.15234375
45,7,FP1,40,13.56,a,"S2 nomatch,",0,co2a0000364,0.15625
46,7,FP1,41,14.537,a,"S2 nomatch,",0,co2a0000364,0.16015625
47,7,FP1,42,12.583,a,"S2 nomatch,",0,co2a0000364,0.1640625
48,7,FP1,43,7.212,a,"S2 nomatch,",0,co2a0000364,0.16796875
49,7,FP1,44,2.33,a,"S2 nomatch,",0,co2a0000364,0.171875
50,7,FP1,45,-0.112,a,"S2 nomatch,",0,co2a0000364,0.17578125
51,7,FP1,46,2.33,a,"S2 nomatch,",0,co2a0000364,0.1796875
52,7,FP1,47,7.212,a,"S2 nomatch,",0,co2a0000364,0.18359375
53,7,FP1,48,11.607,a,"S2 nomatch,",0,co2a0000364,0.1875
54,7,FP1,49,13.56,a,"S2 nomatch,",0,co2a0000364,0.19140625
55,7,FP1,50,12.583,a,"S2 nomatch,",0,co2a0000364,0.1953125
56,7,FP1,51,11.119,a,"S2 nomatch,",0,co2a0000364,0.19921875
57,7,FP1,52,11.119,a,"S2 nomatch,",0,co2a0000364,0.203125
58,7,FP1,53,11.119,a,"S2 nomatch,",0,co2a0000364,0.20703125
59,7,FP1,54,9.165,a,"S2 nomatch,",0,co2a0000364,0.2109375
60,7,FP1,55,5.259,a,"S2 nomatch,",0,co2a0000364,0.21484375
61,7,FP1,56,0.865,a,"S2 nomatch,",0,co2a0000364,0.21875
62,7,FP1,57,-0.6,a,"S2 nomatch,",0,co2a0000364,0.22265625
63,7,FP1,58,1.841,a,"S2 nomatch,",0,co2a0000364,0.2265625
64,7,FP1,59,6.236,a,"S2 nomatch,",0,co2a0000364,0.23046875
65,7,FP1,60,8.189,a,"S2 nomatch,",0,co2a0000364,0.234375
66,7,FP1,61,6.724,a,"S2 nomatch,",0,co2a0000364,0.23828125
67,7,FP1,62,2.33,a,"S2 nomatch,",0,co2a0000364,0.2421875
68,7,FP1,63,-0.112,a,"S2 nomatch,",0,co2a0000364,0.24609375
69,7,FP1,64,0.865,a,"S2 nomatch,",0,co2a0000364,0.25
70,7,FP1,65,4.771,a,"S2 nomatch,",0,co2a0000364,0.25390625
71,7,FP1,66,8.677,a,"S2 nomatch,",0,co2a0000364,0.2578125
72,7,FP1,67,9.654,a,"S2 nomatch,",0,co2a0000364,0.26171875
73,7,FP1,68,10.142,a,"S2 nomatch,",0,co2a0000364,0.265625
74,7,FP1,69,10.142,a,"S2 nomatch,",0,co2a0000364,0.26953125
75,7,FP1,70,10.63,a,"S2 nomatch,",0,co2a0000364,0.2734375
76,7,FP1,71,11.119,a,"S2 nomatch,",0,co2a0000364,0.27734375
77,7,FP1,72,10.142,a,"S2 nomatch,",0,co2a0000364,0.28125
78,7,FP1,73,7.701,a,"S2 nomatch,",0,co2a0000364,0.28515625
79,7,FP1,74,6.724,a,"S2 nomatch,",0,co2a0000364,0.2890625
80,7,FP1,75,8.189,a,"S2 nomatch,",0,co2a0000364,0.29296875
81,7,FP1,76,12.095,a,"S2 nomatch,",0,co2a0000364,0.296875
82,7,FP1,77,14.537,a,"S2 nomatch,",0,co2a0000364,0.30078125
83,7,FP1,78,14.537,a,"S2 nomatch,",0,co2a0000364,0.3046875
84,7,FP1,79,10.142,a,"S2 nomatch,",0,co2a0000364,0.30859375
85,7,FP1,80,6.724,a,"S2 nomatch,",0,co2a0000364,0.3125
86,7,FP1,81,7.701,a,"S2 nomatch,",0,co2a0000364,0.31640625
87,7,FP1,82,12.583,a,"S2 nomatch,",0,co2a0000364,0.3203125
88,7,FP1,83,19.419,a,"S2 nomatch,",0,co2a0000364,0.32421875
89,7,FP1,84,22.837,a,"S2 nomatch,",0,co2a0000364,0.328125
90,7,FP1,85,20.884,a,"S2 nomatch,",0,co2a0000364,0.33203125
91,7,FP1,86,16.49,a,"S2 nomatch,",0,co2a0000364,0.3359375
92,7,FP1,87,12.583,a,"S2 nomatch,",0,co2a0000364,0.33984375
93,7,FP1,88,12.095,a,"S2 nomatch,",0,co2a0000364,0.34375
94,7,FP1,89,15.025,a,"S2 nomatch,",0,co2a0000364,0.34765625
95,7,FP1,90,18.931,a,"S2 nomatch,",0,co2a0000364,0.3515625
96,7,FP1,91,21.372,a,"S2 nomatch,",0,co2a0000364,0.35546875
97,7,FP1,92,20.884,a,"S2 nomatch,",0,co2a0000364,0.359375
98,7,FP1,93,18.931,a,"S2 nomatch,",0,co2a0000364,0.36328125
99,7,FP1,94,16.978,a,"S2 nomatch,",0,co2a0000364,0.3671875
100,7,FP1,95,16.978,a,"S2 nomatch,",0,co2a0000364,0.37109375
101,7,FP1,96,18.931,a,"S2 nomatch,",0,co2a0000364,0.375
